cod_RS;Cod_IBGE;Cod_Tabnet;nome_MUN;nome_RS;sigla_UF;pop_regiao
17008;1718907;171890;Santa Rosa do Tocantins;Amor Perfeito;TO;111395
17006;1719004;171900;Santa Tereza do Tocantins;Capim Dourado;TO;375033
17002;1720002;172000;Santa Terezinha do Tocantins;Bico do Papagaio;TO;209796
17002;1720101;172010;São Bento do Tocantins;Bico do Papagaio;TO;209796
17006;1720150;172015;São Félix do Tocantins;Capim Dourado;TO;375033
17002;1720200;172020;São Miguel do Tocantins;Bico do Papagaio;TO;209796
17005;1720259;172025;São Salvador do Tocantins;Ilha do Bananal;TO;184257
17002;1720309;172030;São Sebastião do Tocantins;Bico do Papagaio;TO;209796
17005;1720499;172049;São Valério;Ilha do Bananal;TO;184257
17008;1720655;172065;Silvanópolis;Amor Perfeito;TO;111395
17002;1720804;172080;Sítio Novo do Tocantins;Bico do Papagaio;TO;209796
17005;1720853;172085;Sucupira;Ilha do Bananal;TO;184257
17003;1720903;172090;Taguatinga;Sudeste;TO;98597
17003;1720937;172093;Taipas do Tocantins;Sudeste;TO;98597
17005;1720978;172097;Talismã;Ilha do Bananal;TO;184257
17006;1721000;172100;Palmas;Capim Dourado;TO;375033
17006;1721109;172110;Tocantínia;Capim Dourado;TO;375033
17002;1721208;172120;Tocantinópolis;Bico do Papagaio;TO;209796
17004;1721257;172125;Tupirama;Cerrado Tocantins Araguaia;TO;161802
17004;1721307;172130;Tupiratins;Cerrado Tocantins Araguaia;TO;161802
17001;1722081;172208;Wanderlândia;Médio Norte Araguaia;TO;301862
17001;1722107;172210;Xambioá;Médio Norte Araguaia;TO;301862
21001;2100055;210005;Açailândia;Açailândia;MA;297408
21005;2100105;210010;Afonso Cunha;Caxias;MA;305941
21006;2100154;210015;Água Doce do Maranhão;Chapadinha;MA;378364
21016;2100204;210020;Alcântara;São Luís;MA;1454626
21005;2100303;210030;Aldeias Altas;Caxias;MA;305941
21002;2100402;210040;Altamira do Maranhão;Bacabal;MA;269769
21007;2100436;210043;Alto Alegre do Maranhão;Codó;MA;309057
21014;2100477;210047;Alto Alegre do Pindaré;Santa Inês;MA;394248
21003;2100501;210050;Alto Parnaíba;Balsas;MA;226350
21019;2100550;210055;Amapá do Maranhão;Zé Doca;MA;301090
21008;2100600;210060;Amarante do Maranhão;Imperatriz;MA;542962
21009;2100709;210070;Anajatuba;Itapecuru Mirim;MA;384775
21006;2100808;210080;Anapurus;Chapadinha;MA;378364
21011;2100832;210083;Apicum-Açu;Pinheiro;MA;397484
21019;2100873;210087;Araguanã;Zé Doca;MA;301090
21006;2100907;210090;Araioses;Chapadinha;MA;378364
21004;2100956;210095;Arame;Barra do Corda;MA;233372
21009;2101004;210100;Arari;Itapecuru Mirim;MA;384775
21013;2101103;210110;Axixá;Rosário;MA;300897
21002;2101202;210120;Bacabal;Bacabal;MA;269769
21013;2101251;210125;Bacabeira;Rosário;MA;300897
21011;2101301;210130;Bacuri;Pinheiro;MA;397484
21018;2101350;210135;Bacurituba;Viana;MA;273027
21003;2101400;210140;Balsas;Balsas;MA;226350
21015;2101509;210150;Barão de Grajaú;São João dos Patos;MA;246109
21004;2101608;210160;Barra do Corda;Barra do Corda;MA;233372
21013;2101707;210170;Barreirinhas;Rosário;MA;300897
21009;2101731;210173;Belágua;Itapecuru Mirim;MA;384775
21014;2101772;210177;Bela Vista do Maranhão;Santa Inês;MA;394248
21015;2101806;210180;Benedito Leite;São João dos Patos;MA;246109
21011;2101905;210190;Bequimão;Pinheiro;MA;397484
21010;2101939;210193;Bernardo do Mearim;Pedreiras;MA;218926
21019;2101970;210197;Boa Vista do Gurupi;Zé Doca;MA;301090
21014;2102002;210200;Bom Jardim;Santa Inês;MA;394248
21001;2102036;210203;Bom Jesus das Selvas;Açailândia;MA;297408
21002;2102077;210207;Bom Lugar;Bacabal;MA;269769
21006;2102101;210210;Brejo;Chapadinha;MA;378364
21002;2102150;210215;Brejo de Areia;Bacabal;MA;269769
21005;2102200;210220;Buriti;Caxias;MA;305941
21015;2102309;210230;Buriti Bravo;São João dos Patos;MA;246109
21001;2102325;210232;Buriticupu;Açailândia;MA;297408
21008;2102358;210235;Buritirana;Imperatriz;MA;542962
21013;2102374;210237;Cachoeira Grande;Rosário;MA;300897
21018;2102408;210240;Cajapió;Viana;MA;273027
21018;2102507;210250;Cajari;Viana;MA;273027
21008;2102556;210255;Campestre do Maranhão;Imperatriz;MA;542962
21019;2102606;210260;Cândido Mendes;Zé Doca;MA;301090
21009;2102705;210270;Cantanhede;Itapecuru Mirim;MA;384775
21012;2102754;210275;Capinzal do Norte;Presidente Dutra;MA;290770
21003;2102804;210280;Carolina;Balsas;MA;226350
21019;2102903;210290;Carutapera;Zé Doca;MA;301090
21005;2103000;210300;Caxias;Caxias;MA;305941
21011;2103109;210310;Cedral;Pinheiro;MA;397484
21011;2103125;210312;Central do Maranhão;Pinheiro;MA;397484
21019;2103158;210315;Centro do Guilherme;Zé Doca;MA;301090
21019;2103174;210317;Centro Novo do Maranhão;Zé Doca;MA;301090
21006;2103208;210320;Chapadinha;Chapadinha;MA;378364
21001;2103257;210325;Cidelândia;Açailândia;MA;297408
21007;2103307;210330;Codó;Codó;MA;309057
21005;2103406;210340;Coelho Neto;Caxias;MA;305941
21015;2103505;210350;Colinas;São João dos Patos;MA;246109
21002;2103554;210355;Conceição do Lago-Açu;Bacabal;MA;269769
21007;2103604;210360;Coroatá;Codó;MA;309057
21011;2103703;210370;Cururupu;Pinheiro;MA;397484
21008;2103752;210375;Davinópolis;Imperatriz;MA;542962
21012;2103802;210380;Dom Pedro;Presidente Dutra;MA;290770
21005;2103901;210390;Duque Bacelar;Caxias;MA;305941
21010;2104008;210400;Esperantinópolis;Pedreiras;MA;218926
21008;2104057;210405;Estreito;Imperatriz;MA;542962
21003;2104073;210407;Feira Nova do Maranhão;Balsas;MA;226350
21004;2104081;210408;Fernando Falcão;Barra do Corda;MA;233372
21003;2104099;210409;Formosa da Serra Negra;Balsas;MA;226350
21003;2104107;210410;Fortaleza dos Nogueiras;Balsas;MA;226350
21012;2104206;210420;Fortuna;Presidente Dutra;MA;290770
21019;2104305;210430;Godofredo Viana;Zé Doca;MA;301090
21012;2104404;210440;Gonçalves Dias;Presidente Dutra;MA;290770
21012;2104503;210450;Governador Archer;Presidente Dutra;MA;290770
21008;2104552;210455;Governador Edison Lobão;Imperatriz;MA;542962
21012;2104602;210460;Governador Eugênio Barros;Presidente Dutra;MA;290770
21012;2104628;210462;Governador Luiz Rocha;Presidente Dutra;MA;290770
21014;2104651;210465;Governador Newton Bello;Santa Inês;MA;394248
21019;2104677;210467;Governador Nunes Freire;Zé Doca;MA;301090
21012;2104701;210470;Graça Aranha;Presidente Dutra;MA;290770
21004;2104800;210480;Grajaú;Barra do Corda;MA;233372
21011;2104909;210490;Guimarães;Pinheiro;MA;397484
21013;2105005;210500;Humberto de Campos;Rosário;MA;300897
21013;2105104;210510;Icatu;Rosário;MA;300897
21014;2105153;210515;Igarapé do Meio;Santa Inês;MA;394248
21010;2105203;210520;Igarapé Grande;Pedreiras;MA;218926
21008;2105302;210530;Imperatriz;Imperatriz;MA;542962
21004;2105351;210535;Itaipava do Grajaú;Barra do Corda;MA;233372
21009;2105401;210540;Itapecuru Mirim;Itapecuru Mirim;MA;384775
21001;2105427;210542;Itinga do Maranhão;Açailândia;MA;297408
21015;2105450;210545;Jatobá;São João dos Patos;MA;246109
21004;2105476;210547;Jenipapo dos Vieiras;Barra do Corda;MA;233372
21008;2105500;210550;João Lisboa;Imperatriz;MA;542962
21012;2105609;210560;Joselândia;Presidente Dutra;MA;290770
21019;2105658;210565;Junco do Maranhão;Zé Doca;MA;301090
21010;2105708;210570;Lago da Pedra;Pedreiras;MA;218926
21010;2105807;210580;Lago do Junco;Pedreiras;MA;218926
21002;2105906;210590;Lago Verde;Bacabal;MA;269769
21015;2105922;210592;Lagoa do Mato;São João dos Patos;MA;246109
21010;2105948;210594;Lago dos Rodrigues;Pedreiras;MA;218926
21010;2105963;210596;Lagoa Grande do Maranhão;Pedreiras;MA;218926
21008;2105989;210598;Lajeado Novo;Imperatriz;MA;542962
21010;2106003;210600;Lima Campos;Pedreiras;MA;218926
21003;2106102;210610;Loreto;Balsas;MA;226350
21019;2106201;210620;Luís Domingues;Zé Doca;MA;301090
21006;2106300;210630;Magalhães de Almeida;Chapadinha;MA;378364
21019;2106326;210632;Maracaçumé;Zé Doca;MA;301090
21002;2106359;210635;Marajá do Sena;Bacabal;MA;269769
21019;2106375;210637;Maranhãozinho;Zé Doca;MA;301090
21006;2106409;210640;Mata Roma;Chapadinha;MA;378364
21018;2106508;210650;Matinha;Viana;MA;273027
21017;2106607;210660;Matões;Timon;MA;250006
21009;2106631;210663;Matões do Norte;Itapecuru Mirim;MA;384775
21006;2106672;210667;Milagres do Maranhão;Chapadinha;MA;378364
21015;2106706;210670;Mirador;São João dos Patos;MA;246109
21009;2106755;210675;Miranda do Norte;Itapecuru Mirim;MA;384775
21011;2106805;210680;Mirinzal;Pinheiro;MA;397484
21014;2106904;210690;Monção;Santa Inês;MA;394248
21008;2107001;210700;Montes Altos;Imperatriz;MA;542962
21013;2107100;210710;Morros;Rosário;MA;300897
21009;2107209;210720;Nina Rodrigues;Itapecuru Mirim;MA;384775
21003;2107258;210725;Nova Colinas;Balsas;MA;226350
21015;2107308;210730;Nova Iorque;São João dos Patos;MA;246109
21019;2107357;210735;Nova Olinda do Maranhão;Zé Doca;MA;301090
21002;2107407;210740;Olho d'Água das Cunhãs;Bacabal;MA;269769
21018;2107456;210745;Olinda Nova do Maranhão;Viana;MA;273027
21016;2107506;210750;Paço do Lumiar;São Luís;MA;1454626
21018;2107605;210760;Palmeirândia;Viana;MA;273027
21015;2107704;210770;Paraibano;São João dos Patos;MA;246109
21017;2107803;210780;Parnarama;Timon;MA;250006
21015;2107902;210790;Passagem Franca;São João dos Patos;MA;246109
21015;2108009;210800;Pastos Bons;São João dos Patos;MA;246109
21006;2108058;210805;Paulino Neves;Chapadinha;MA;378364
21002;2108108;210810;Paulo Ramos;Bacabal;MA;269769
21010;2108207;210820;Pedreiras;Pedreiras;MA;218926
21011;2108256;210825;Pedro do Rosário;Pinheiro;MA;397484
21018;2108306;210830;Penalva;Viana;MA;273027
21011;2108405;210840;Peri Mirim;Pinheiro;MA;397484
21007;2108454;210845;Peritoró;Codó;MA;309057
21014;2108504;210850;Pindaré-Mirim;Santa Inês;MA;394248
21011;2108603;210860;Pinheiro;Pinheiro;MA;397484
21014;2108702;210870;Pio XII;Santa Inês;MA;394248
21009;2108801;210880;Pirapemas;Itapecuru Mirim;MA;384775
21010;2108900;210890;Poção de Pedras;Pedreiras;MA;218926
21008;2109007;210900;Porto Franco;Imperatriz;MA;542962
21011;2109056;210905;Porto Rico do Maranhão;Pinheiro;MA;397484
21012;2109106;210910;Presidente Dutra;Presidente Dutra;MA;290770
21013;2109205;210920;Presidente Juscelino;Rosário;MA;300897
21019;2109239;210923;Presidente Médici;Zé Doca;MA;301090
21011;2109270;210927;Presidente Sarney;Pinheiro;MA;397484
21009;2109304;210930;Presidente Vargas;Itapecuru Mirim;MA;384775
21013;2109403;210940;Primeira Cruz;Rosário;MA;300897
21016;2109452;210945;Raposa;São Luís;MA;1454626
21003;2109502;210950;Riachão;Balsas;MA;226350
21008;2109551;210955;Ribamar Fiquene;Imperatriz;MA;542962
21013;2109601;210960;Rosário;Rosário;MA;300897
21003;2109700;210970;Sambaíba;Balsas;MA;226350
21012;2109759;210975;Santa Filomena do Maranhão;Presidente Dutra;MA;290770
21011;2109809;210980;Santa Helena;Pinheiro;MA;397484
21014;2109908;210990;Santa Inês;Santa Inês;MA;394248
21014;2110005;211000;Santa Luzia;Santa Inês;MA;394248
21019;2110039;211003;Santa Luzia do Paruá;Zé Doca;MA;301090
21006;2110104;211010;Santa Quitéria do Maranhão;Chapadinha;MA;378364
21013;2110203;211020;Santa Rita;Rosário;MA;300897
21006;2110237;211023;Santana do Maranhão;Chapadinha;MA;378364
21013;2110278;211027;Santo Amaro do Maranhão;Rosário;MA;300897
21012;2110302;211030;Santo Antônio dos Lopes;Presidente Dutra;MA;290770
21009;2110401;211040;São Benedito do Rio Preto;Itapecuru Mirim;MA;384775
21018;2110500;211050;São Bento;Viana;MA;273027
21006;2110609;211060;São Bernardo;Chapadinha;MA;378364
21015;2110658;211065;São Domingos do Azeitão;São João dos Patos;MA;246109
21012;2110708;211070;São Domingos do Maranhão;Presidente Dutra;MA;290770
21003;2110807;211080;São Félix de Balsas;Balsas;MA;226350
21001;2110856;211085;São Francisco do Brejão;Açailândia;MA;297408
21017;2110906;211090;São Francisco do Maranhão;Timon;MA;250006
21018;2111003;211100;São João Batista;Viana;MA;273027
21014;2111029;211102;São João do Carú;Santa Inês;MA;394248
21008;2111052;211105;São João do Paraíso;Imperatriz;MA;542962
21005;2111078;211107;São João do Soter;Caxias;MA;305941
21015;2111102;211110;São João dos Patos;São João dos Patos;MA;246109
21016;2111201;211120;São José de Ribamar;São Luís;MA;1454626
21012;2111250;211125;São José dos Basílios;Presidente Dutra;MA;290770
21016;2111300;211130;São Luís;São Luís;MA;1454626
21002;2111409;211140;São Luís Gonzaga do Maranhão;Bacabal;MA;269769
21007;2111508;211150;São Mateus do Maranhão;Codó;MA;309057
21001;2111532;211153;São Pedro da Água Branca;Açailândia;MA;297408
21003;2111573;211157;São Pedro dos Crentes;Balsas;MA;226350
21003;2111607;211160;São Raimundo das Mangabeiras;Balsas;MA;226350
21010;2111631;211163;São Raimundo do Doca Bezerra;Pedreiras;MA;218926
21010;2111672;211167;São Roberto;Pedreiras;MA;218926
21018;2111706;211170;São Vicente Ferrer;Viana;MA;273027
21014;2111722;211172;Satubinha;Santa Inês;MA;394248
21012;2111748;211174;Senador Alexandre Costa;Presidente Dutra;MA;290770
21008;2111763;211176;Senador La Rocque;Imperatriz;MA;542962
21011;2111789;211178;Serrano do Maranhão;Pinheiro;MA;397484
21008;2111805;211180;Sítio Novo;Imperatriz;MA;542962
21015;2111904;211190;Sucupira do Norte;São João dos Patos;MA;246109
21015;2111953;211195;Sucupira do Riachão;São João dos Patos;MA;246109
21003;2112001;211200;Tasso Fragoso;Balsas;MA;226350
21007;2112100;211210;Timbiras;Codó;MA;309057
21017;2112209;211220;Timon;Timon;MA;250006
21010;2112233;211223;Trizidela do Vale;Pedreiras;MA;218926
21014;2112274;211227;Tufilândia;Santa Inês;MA;394248
21012;2112308;211230;Tuntum;Presidente Dutra;MA;290770
21011;2112407;211240;Turiaçu;Pinheiro;MA;397484
21011;2112456;211245;Turilândia;Pinheiro;MA;397484
21006;2112506;211250;Tutóia;Chapadinha;MA;378364
21009;2112605;211260;Urbano Santos;Itapecuru Mirim;MA;384775
21009;2112704;211270;Vargem Grande;Itapecuru Mirim;MA;384775
21018;2112803;211280;Viana;Viana;MA;273027
21001;2112852;211285;Vila Nova dos Martírios;Açailândia;MA;297408
21009;2112902;211290;Vitória do Mearim;Itapecuru Mirim;MA;384775
21002;2113009;211300;Vitorino Freire;Bacabal;MA;269769
21019;2114007;211400;Zé Doca;Zé Doca;MA;301090
22009;2200053;220005;Acauã;Vale do Rio Guaribas;PI;376792
22004;2200103;220010;Agricolândia;Entre Rios;PI;1232854
22004;2200202;220020;Água Branca;Entre Rios;PI;1232854
22009;2200251;220025;Alagoinha do Piauí;Vale do Rio Guaribas;PI;376792
22009;2200277;220027;Alegrete do Piauí;Vale do Rio Guaribas;PI;376792
22004;2200301;220030;Alto Longá;Entre Rios;PI;1232854
22004;2200400;220040;Altos;Entre Rios;PI;1232854
22002;2200459;220045;Alvorada do Gurguéia;Chapada das Mangabeiras;PI;197346
22004;2200509;220050;Amarante;Entre Rios;PI;1232854
22004;2200608;220060;Angical do Piauí;Entre Rios;PI;1232854
22006;2200707;220070;Anísio de Abreu;Serra da Capivara;PI;148434
22007;2200806;220080;Antônio Almeida;Tabuleiros do Alto Parnaíba;PI;47943
22010;2200905;220090;Aroazes;Vale do Sambito;PI;106786
22009;2200954;220095;Aroeiras do Itaim;Vale do Rio Guaribas;PI;376792
22011;2201002;220100;Arraial;Vale dos Rios Piauí e Itaueiras;PI;208907
22001;2201051;220105;Assunção do Piauí;Carnaubais;PI;163350
22002;2201101;220110;Avelino Lopes;Chapada das Mangabeiras;PI;197346
22007;2201150;220115;Baixa Grande do Ribeiro;Tabuleiros do Alto Parnaíba;PI;47943
22010;2201176;220117;Barra D'Alcântara;Vale do Sambito;PI;106786
22003;2201200;220120;Barras;Cocais;PI;401648
22002;2201309;220130;Barreiras do Piauí;Chapada das Mangabeiras;PI;197346
22004;2201408;220140;Barro Duro;Entre Rios;PI;1232854
22003;2201507;220150;Batalha;Cocais;PI;401648
22008;2201556;220155;Bela Vista do Piauí;Vale do Canindé;PI;108908
22009;2201572;220157;Belém do Piauí;Vale do Rio Guaribas;PI;376792
22004;2201606;220160;Beneditinos;Entre Rios;PI;1232854
22011;2201705;220170;Bertolínia;Vale dos Rios Piauí e Itaueiras;PI;208907
22009;2201739;220173;Betânia do Piauí;Vale do Rio Guaribas;PI;376792
22001;2201770;220177;Boa Hora;Carnaubais;PI;163350
22009;2201804;220180;Bocaina;Vale do Rio Guaribas;PI;376792
22002;2201903;220190;Bom Jesus;Chapada das Mangabeiras;PI;197346
22005;2201919;220191;Bom Princípio do Piauí;Planície Litorânea;PI;280259
22006;2201929;220192;Bonfim do Piauí;Serra da Capivara;PI;148434
22001;2201945;220194;Boqueirão do Piauí;Carnaubais;PI;163350
22003;2201960;220196;Brasileira;Cocais;PI;401648
22011;2201988;220198;Brejo do Piauí;Vale dos Rios Piauí e Itaueiras;PI;208907
22005;2202000;220200;Buriti dos Lopes;Planície Litorânea;PI;280259
22001;2202026;220202;Buriti dos Montes;Carnaubais;PI;163350
22001;2202059;220205;Cabeceiras do Piauí;Carnaubais;PI;163350
22008;2202075;220207;Cajazeiras do Piauí;Vale do Canindé;PI;108908
22005;2202083;220208;Cajueiro da Praia;Planície Litorânea;PI;280259
22009;2202091;220209;Caldeirão Grande do Piauí;Vale do Rio Guaribas;PI;376792
22008;2202109;220210;Campinas do Piauí;Vale do Canindé;PI;108908
22006;2202117;220211;Campo Alegre do Fidalgo;Serra da Capivara;PI;148434
22009;2202133;220213;Campo Grande do Piauí;Vale do Rio Guaribas;PI;376792
22003;2202174;220217;Campo Largo do Piauí;Cocais;PI;401648
22001;2202208;220220;Campo Maior;Carnaubais;PI;163350
22011;2202251;220225;Canavieira;Vale dos Rios Piauí e Itaueiras;PI;208907
22011;2202307;220230;Canto do Buriti;Vale dos Rios Piauí e Itaueiras;PI;208907
22003;2202406;220240;Capitão de Campos;Cocais;PI;401648
22006;2202455;220245;Capitão Gervásio Oliveira;Serra da Capivara;PI;148434
22006;2202505;220250;Caracol;Serra da Capivara;PI;148434
22005;2202539;220253;Caraúbas do Piauí;Planície Litorânea;PI;280259
22009;2202554;220255;Caridade do Piauí;Vale do Rio Guaribas;PI;376792
22001;2202604;220260;Castelo do Piauí;Carnaubais;PI;163350
22005;2202653;220265;Caxingó;Planície Litorânea;PI;280259
22005;2202703;220270;Cocal;Planície Litorânea;PI;280259
22001;2202711;220271;Cocal de Telha;Carnaubais;PI;163350
22005;2202729;220272;Cocal dos Alves;Planície Litorânea;PI;280259
22004;2202737;220273;Coivaras;Entre Rios;PI;1232854
22002;2202752;220275;Colônia do Gurguéia;Chapada das Mangabeiras;PI;197346
22008;2202778;220277;Colônia do Piauí;Vale do Canindé;PI;108908
22008;2202802;220280;Conceição do Canindé;Vale do Canindé;PI;108908
22006;2202851;220285;Coronel José Dias;Serra da Capivara;PI;148434
22002;2202901;220290;Corrente;Chapada das Mangabeiras;PI;197346
22002;2203008;220300;Cristalândia do Piauí;Chapada das Mangabeiras;PI;197346
22002;2203107;220310;Cristino Castro;Chapada das Mangabeiras;PI;197346
22002;2203206;220320;Curimatá;Chapada das Mangabeiras;PI;197346
22002;2203230;220323;Currais;Chapada das Mangabeiras;PI;197346
22004;2203255;220325;Curralinhos;Entre Rios;PI;1232854
22009;2203271;220327;Curral Novo do Piauí;Vale do Rio Guaribas;PI;376792
22004;2203305;220330;Demerval Lobão;Entre Rios;PI;1232854
22006;2203354;220335;Dirceu Arcoverde;Serra da Capivara;PI;148434
22009;2203404;220340;Dom Expedito Lopes;Vale do Rio Guaribas;PI;376792
22003;2203420;220342;Domingos Mourão;Cocais;PI;401648
22006;2203453;220345;Dom Inocêncio;Serra da Capivara;PI;148434
